order_id,customer_id,product_id,order_date,quantity,unit_price,discount,net_sales,payment_method
ORD000077,C0143,P026,2026-01-08 04:24:00,2,12255.0,0.0,24510.0,PromptPay
ORD000078,C0070,P017,2026-01-22 17:21:00,1,1039.5,0.05,987.525,Bank Transfer
ORD000079,C0005,P037,2026-01-05 10:50:00,1,25900.0,0.1,23310.0,Bank Transfer
ORD000080,C0008,P019,2026-01-28 17:30:00,3,4189.5,0.05,11940.074999999999,Bank Transfer
ORD000081,C0061,P018,2026-01-11 02:57:00,4,3591.0,0.0,14364.0,Credit Card
ORD000082,C0147,P020,2026-01-21 18:06:00,2,474.05,0.1,853.2900000000001,PromptPay
ORD000083,C0070,P021,2026-01-17 01:19:00,1,25900.0,0.0,25900.0,PromptPay
ORD000084,C0132,P026,2026-01-27 07:52:00,1,11610.0,0.0,11610.0,PromptPay
ORD000085,C0145,P003,2026-01-20 05:05:00,2,24605.0,0.0,49210.0,Credit Card
ORD000086,C0038,P015,2026-01-22 09:30:00,4,269.1,0.0,1076.4,Bank Transfer
ORD000087,C0068,P001,2026-01-25 05:31:00,3,299.0,0.0,897.0,Credit Card
ORD000088,C0118,P024,2026-01-28 21:16:00,2,284.05,0.1,511.29,PromptPay
ORD000089,C0070,P026,2026-01-26 04:55:00,1,12900.0,0.0,12900.0,PromptPay
ORD000090,C0083,P038,2026-01-19 00:37:00,1,12900.0,0.0,12900.0,Bank Transfer
ORD000091,C0156,P037,2026-01-18 10:20:00,1,25900.0,0.05,24605.0,PromptPay
ORD000092,C0086,P006,2026-01-16 20:33:00,1,313.95,0.0,313.95,Credit Card
ORD000094,C0014,P012,2026-01-05 03:21:00,1,1039.5,0.1,935.5500000000001,Bank Transfer
ORD000095,C0062,P020,2026-01-01 19:36:00,2,499.0,0.0,998.0,Credit Card
ORD000096,C0090,P024,2026-01-26 20:50:00,2,284.05,0.0,568.1,Credit Card
ORD000097,C0008,P009,2026-01-16 01:11:00,4,299.0,0.0,1196.0,PromptPay
ORD000098,C0099,P016,2026-01-14 04:53:00,2,1490.0,0.1,2682.0,Credit Card
ORD000099,C0136,P039,2026-01-24 06:51:00,3,1039.5,0.0,3118.5,PromptPay
ORD000100,C0014,P038,2026-01-05 13:19:00,2,13545.0,0.0,27090.0,Bank Transfer
ORD000102,C0078,P002,2026-01-05 07:29:00,4,1341.0,0.05,5095.8,Bank Transfer
ORD000103,C0079,P014,2026-01-11 07:18:00,1,940.5,0.1,846.45,Credit Card
ORD000104,C0157,P036,2026-01-13 17:48:00,2,299.0,0.1,538.2,Credit Card
ORD000105,C0099,P002,2026-01-07 02:25:00,2,1341.0,0.1,2413.8,Credit Card
ORD000107,C0065,P023,2026-01-23 21:07:00,2,299.0,0.0,598.0,Credit Card
ORD000108,C0138,P029,2026-01-17 22:05:00,4,3990.0,0.0,15960.0,Credit Card
ORD000109,C0140,P033,2026-01-19 03:38:00,1,13545.0,0.0,13545.0,Credit Card
ORD000110,C0066,P002,2026-01-27 22:29:00,3,1341.0,0.0,4023.0,PromptPay
ORD000111,C0146,P008,2026-01-04 17:27:00,3,449.1,0.0,1347.3000000000002,Credit Card
ORD000113,C0024,P027,2026-01-03 06:56:00,3,24605.0,0.0,73815.0,Bank Transfer
ORD000114,C0050,P014,2026-01-01 13:09:00,3,1039.5,0.0,3118.5,PromptPay
ORD000115,C0085,P009,2026-01-21 07:56:00,4,313.95,0.0,1255.8,Bank Transfer
ORD000116,C0073,P002,2026-01-24 08:29:00,4,1341.0,0.0,5364.0,Bank Transfer
ORD000117,C0012,P016,2026-01-09 09:51:00,1,1415.5,0.0,1415.5,Bank Transfer
ORD000118,C0075,P025,2026-01-21 07:02:00,1,23310.0,0.05,22144.5,Bank Transfer
ORD000119,C0007,P022,2026-01-25 09:48:00,1,449.1,0.0,449.1,Bank Transfer
ORD000120,C0092,P020,2026-01-15 14:33:00,4,499.0,0.0,1996.0,PromptPay
ORD000122,C0051,P010,2026-01-08 11:24:00,3,891.0,0.1,2405.7000000000003,PromptPay
ORD000123,C0035,P024,2026-01-08 18:25:00,1,313.95,0.0,313.95,Bank Transfer
ORD000124,C0012,P007,2026-01-15 01:56:00,1,27195.0,0.05,25835.25,PromptPay
ORD000125,C0155,P003,2026-01-24 01:22:00,1,25900.0,0.0,25900.0,PromptPay
ORD000126,C0056,P022,2026-01-03 20:15:00,1,523.95,0.05,497.7525,Credit Card
ORD000127,C0060,P040,2026-01-27 13:30:00,3,3790.5,0.05,10802.925,Bank Transfer
ORD000128,C0138,P012,2026-01-13 09:03:00,3,940.5,0.0,2821.5,Credit Card
ORD000129,C0098,P031,2026-01-24 16:44:00,1,1490.0,0.0,1490.0,PromptPay
ORD000131,C0101,P010,2026-01-03 03:34:00,2,891.0,0.05,1692.8999999999999,Bank Transfer
ORD000132,C0146,P022,2026-01-28 02:40:00,1,523.95,0.1,471.55500000000006,Credit Card
ORD000133,C0078,P008,2026-01-11 15:42:00,3,449.1,0.0,1347.3000000000002,Credit Card
ORD000134,C0007,P018,2026-01-08 15:18:00,2,3591.0,0.05,6822.9,Bank Transfer
ORD000135,C0076,P027,2026-01-15 04:33:00,2,25900.0,0.05,49210.0,Credit Card
ORD000136,C0052,P003,2026-01-18 05:28:00,2,25900.0,0.0,51800.0,PromptPay
ORD000137,C0003,P039,2026-01-07 00:33:00,2,990.0,0.05,1881.0,PromptPay
ORD000138,C0145,P030,2026-01-08 13:50:00,1,474.05,0.1,426.64500000000004,Credit Card
ORD000139,C0075,P016,2026-01-05 03:18:00,1,1490.0,0.0,1490.0,Credit Card
ORD000140,C0132,P023,2026-01-04 00:24:00,1,269.1,0.05,255.645,Credit Card
ORD000141,C0069,P011,2026-01-14 11:29:00,2,23310.0,0.0,46620.0,Credit Card
ORD000143,C0133,P007,2026-01-18 23:04:00,1,25900.0,0.05,24605.0,Credit Card
ORD000145,C0142,P009,2026-01-11 18:33:00,1,313.95,0.1,282.555,Credit Card
ORD000146,C0096,P023,2026-01-13 00:04:00,1,299.0,0.0,299.0,Bank Transfer
ORD000147,C0114,P001,2026-01-24 10:34:00,1,299.0,0.0,299.0,Bank Transfer
ORD000149,C0033,P028,2026-01-04 10:57:00,1,299.0,0.05,284.05,Bank Transfer
ORD000150,C0067,P033,2026-01-11 10:12:00,2,12900.0,0.0,25800.0,Bank Transfer
ORD000151,C0004,P036,2026-01-06 02:33:00,1,269.1,0.0,269.1,Credit Card
ORD000152,C0026,P040,2026-01-20 15:01:00,2,3990.0,0.0,7980.0,Bank Transfer
ORD000153,C0120,P011,2026-01-08 04:09:00,1,25900.0,0.0,25900.0,Credit Card
ORD000154,C0047,P009,2026-01-04 03:08:00,4,299.0,0.0,1196.0,PromptPay
ORD000155,C0130,P014,2026-01-19 06:03:00,4,990.0,0.0,3960.0,PromptPay
ORD000156,C0014,P001,2026-01-07 14:35:00,2,269.1,0.0,538.2,PromptPay
ORD000157,C0054,P024,2026-01-13 09:28:00,1,299.0,0.0,299.0,Credit Card
ORD000158,C0073,P027,2026-01-14 21:41:00,1,23310.0,0.05,22144.5,Bank Transfer
ORD000159,C0141,P006,2026-01-08 21:42:00,1,284.05,0.05,269.8475,Credit Card
ORD000160,C0059,P014,2026-01-15 17:15:00,2,990.0,0.0,1980.0,Credit Card
ORD000161,C0092,P012,2026-01-11 15:47:00,1,891.0,0.05,846.4499999999999,Bank Transfer
ORD000162,C0130,P002,2026-01-24 04:41:00,2,1415.5,0.05,2689.45,Credit Card
ORD000163,C0093,P037,2026-01-24 22:34:00,1,24605.0,0.1,22144.5,PromptPay
ORD000164,C0112,P033,2026-01-06 04:10:00,3,11610.0,0.0,34830.0,Credit Card
ORD000165,C0002,P024,2026-01-26 09:37:00,1,299.0,0.0,299.0,PromptPay
ORD000166,C0001,P027,2026-01-05 14:37:00,3,27195.0,0.0,81585.0,Bank Transfer
ORD000168,C0004,P019,2026-01-10 11:34:00,3,3990.0,0.0,11970.0,Credit Card
ORD000169,C0073,P018,2026-01-23 15:45:00,1,3591.0,0.1,3231.9,Bank Transfer
ORD000170,C0004,P020,2026-01-18 21:15:00,1,499.0,0.0,499.0,Bank Transfer
ORD000171,C0160,P010,2026-01-26 20:58:00,2,891.0,0.0,1782.0,Credit Card
ORD000172,C0028,P034,2026-01-20 16:52:00,1,299.0,0.1,269.1,PromptPay
ORD000173,C0137,P007,2026-01-03 06:14:00,3,27195.0,0.0,81585.0,Credit Card
ORD000174,C0075,P018,2026-01-28 23:11:00,4,3990.0,0.05,15162.0,Credit Card
ORD000175,C0088,P004,2026-01-26 17:56:00,3,1564.5,0.0,4693.5,Credit Card
ORD000176,C0120,P025,2026-01-21 02:49:00,2,27195.0,0.0,54390.0,Credit Card
ORD000177,C0015,P027,2026-01-04 02:29:00,2,23310.0,0.05,44289.0,Credit Card
ORD000178,C0127,P028,2026-01-26 22:57:00,4,299.0,0.0,1196.0,Bank Transfer
ORD000180,C0026,P021,2026-01-06 14:27:00,1,23310.0,0.0,23310.0,Bank Transfer
ORD000181,C0078,P007,2026-01-17 22:36:00,1,25900.0,0.0,25900.0,PromptPay
ORD000182,C0135,P025,2026-01-19 01:42:00,1,23310.0,0.0,23310.0,Credit Card
ORD000183,C0044,P038,2026-01-11 14:35:00,3,11610.0,0.0,34830.0,PromptPay
ORD000184,C0154,P019,2026-01-17 11:36:00,4,3790.5,0.0,15162.0,PromptPay
ORD000185,C0140,P028,2026-01-08 11:35:00,4,269.1,0.1,968.7600000000001,Credit Card
ORD000187,C0092,P039,2026-01-22 17:38:00,2,990.0,0.0,1980.0,Credit Card
ORD000188,C0047,P031,2026-01-22 03:20:00,4,1490.0,0.05,5662.0,Credit Card
ORD000190,C0129,P025,2026-01-28 04:14:00,4,27195.0,0.0,108780.0,PromptPay
ORD000191,C0011,P023,2026-01-17 08:52:00,1,299.0,0.0,299.0,PromptPay
ORD000192,C0101,P039,2026-01-13 01:30:00,1,1039.5,0.0,1039.5,Bank Transfer
ORD000193,C0052,P005,2026-01-18 00:15:00,2,299.0,0.1,538.2,Credit Card
ORD000194,C0113,P001,2026-01-22 00:46:00,1,299.0,0.1,269.1,Bank Transfer
ORD000195,C0094,P014,2026-01-11 22:27:00,2,990.0,0.0,1980.0,Bank Transfer
ORD000196,C0132,P007,2026-01-20 08:53:00,1,25900.0,0.1,23310.0,PromptPay
ORD000197,C0099,P002,2026-01-06 22:25:00,1,1415.5,0.05,1344.725,Credit Card
ORD000198,C0040,P012,2026-01-22 16:13:00,4,990.0,0.1,3564.0,Bank Transfer
ORD000200,C0097,P004,2026-01-01 14:06:00,2,1341.0,0.0,2682.0,PromptPay
ORD000201,C0059,P022,2026-01-22 12:04:00,4,449.1,0.0,1796.4,PromptPay
ORD000202,C0019,P027,2026-01-04 08:21:00,2,23310.0,0.05,44289.0,PromptPay
ORD000203,C0083,P025,2026-01-12 15:24:00,1,25900.0,0.0,25900.0,Credit Card
ORD000204,C0131,P036,2026-01-06 00:39:00,2,313.95,0.0,627.9,Credit Card
ORD000206,C0008,P023,2026-01-06 21:44:00,4,269.1,0.0,1076.4,PromptPay
ORD000207,C0052,P001,2026-01-11 04:13:00,1,313.95,0.0,313.95,PromptPay
ORD000208,C0024,P037,2026-01-25 17:56:00,4,23310.0,0.1,83916.0,PromptPay
ORD000209,C0067,P006,2026-01-14 02:39:00,1,284.05,0.0,284.05,PromptPay
ORD000210,C0013,P009,2026-01-26 09:51:00,1,299.0,0.0,299.0,Credit Card
ORD000211,C0066,P022,2026-01-24 08:11:00,2,499.0,0.05,948.0999999999999,Credit Card
ORD000212,C0071,P001,2026-01-10 23:01:00,2,284.05,0.1,511.29,Credit Card
ORD000213,C0025,P021,2026-01-17 11:40:00,1,25900.0,0.0,25900.0,PromptPay
ORD000214,C0014,P019,2026-01-09 14:42:00,2,3990.0,0.0,7980.0,Credit Card
ORD000215,C0040,P036,2026-01-21 10:20:00,2,299.0,0.05,568.1,PromptPay
ORD000216,C0024,P033,2026-01-28 05:31:00,1,12255.0,0.0,12255.0,Credit Card
ORD000218,C0072,P020,2026-01-01 18:45:00,3,474.05,0.1,1279.9350000000002,Bank Transfer
ORD000219,C0081,P021,2026-01-10 09:38:00,1,27195.0,0.0,27195.0,Bank Transfer
ORD000220,C0135,P037,2026-01-12 20:20:00,1,24605.0,0.0,24605.0,Credit Card
ORD000221,C0157,P008,2026-01-25 21:10:00,4,523.95,0.05,1991.01,Credit Card
ORD000222,C0109,P027,2026-01-23 20:37:00,1,24605.0,0.1,22144.5,Credit Card
ORD000223,C0051,P014,2026-01-17 01:11:00,2,940.5,0.0,1881.0,PromptPay
ORD000224,C0012,P031,2026-01-14 21:18:00,1,1490.0,0.0,1490.0,PromptPay
ORD000225,C0135,P025,2026-01-16 05:19:00,1,23310.0,0.05,22144.5,PromptPay
ORD000226,C0064,P003,2026-01-08 17:35:00,3,23310.0,0.0,69930.0,Credit Card
ORD000227,C0007,P016,2026-01-02 17:13:00,1,1490.0,0.0,1490.0,Bank Transfer
ORD000228,C0053,P028,2026-01-17 20:14:00,3,299.0,0.0,897.0,Credit Card
ORD000229,C0008,P017,2026-01-08 13:18:00,2,940.5,0.0,1881.0,Bank Transfer
ORD000230,C0160,P015,2026-01-19 20:00:00,4,299.0,0.1,1076.4,PromptPay
ORD000231,C0033,P038,2026-01-11 10:24:00,1,12900.0,0.0,12900.0,Credit Card
ORD000232,C0004,P008,2026-01-08 03:01:00,1,499.0,0.05,474.04999999999995,PromptPay
ORD000233,C0085,P007,2026-01-18 08:14:00,2,25900.0,0.0,51800.0,PromptPay
ORD000234,C0025,P026,2026-01-06 03:24:00,2,12900.0,0.0,25800.0,Bank Transfer
ORD000235,C0087,P030,2026-01-12 09:30:00,3,499.0,0.0,1497.0,PromptPay
ORD000236,C0068,P027,2026-01-19 05:22:00,1,23310.0,0.05,22144.5,Bank Transfer
ORD000237,C0020,P030,2026-01-17 04:02:00,3,523.95,0.1,1414.6650000000002,Bank Transfer
ORD000238,C0140,P034,2026-01-10 23:15:00,2,313.95,0.0,627.9,Bank Transfer
ORD000239,C0044,P004,2026-01-27 08:24:00,2,1490.0,0.0,2980.0,Credit Card
ORD000240,C0091,P018,2026-01-01 04:54:00,1,3990.0,0.0,3990.0,PromptPay
ORD000241,C0003,P026,2026-01-24 06:52:00,3,12255.0,0.0,36765.0,Credit Card
ORD000242,C0106,P016,2026-01-08 00:54:00,2,1490.0,0.0,2980.0,Credit Card
ORD000243,C0129,P013,2026-01-19 16:38:00,3,499.0,0.1,1347.3,Bank Transfer
ORD000244,C0153,P029,2026-01-16 14:15:00,2,3990.0,0.05,7581.0,PromptPay
ORD000245,C0058,P031,2026-01-11 05:18:00,1,1415.5,0.1,1273.95,Credit Card
ORD000246,C0107,P028,2026-01-12 03:50:00,1,269.1,0.05,255.645,Bank Transfer
ORD000247,C0025,P029,2026-01-20 00:13:00,2,4189.5,0.05,7960.049999999999,PromptPay
ORD000248,C0144,P009,2026-01-14 08:37:00,1,284.05,0.0,284.05,PromptPay
ORD000249,C0121,P008,2026-01-04 01:05:00,3,499.0,0.0,1497.0,Credit Card
ORD000250,C0160,P039,2026-01-20 22:06:00,3,891.0,0.05,2539.35,Credit Card
ORD000251,C0014,P010,2026-01-10 23:16:00,3,891.0,0.1,2405.7000000000003,Bank Transfer
ORD000252,C0068,P020,2026-01-12 07:49:00,1,449.1,0.1,404.19000000000005,Credit Card
ORD000253,C0139,P029,2026-01-05 12:14:00,4,3990.0,0.1,14364.0,Bank Transfer
ORD000254,C0030,P012,2026-01-02 14:40:00,2,990.0,0.0,1980.0,Bank Transfer
ORD000255,C0090,P010,2026-01-26 05:45:00,2,940.5,0.0,1881.0,PromptPay
ORD000257,C0016,P014,2026-01-15 04:48:00,1,990.0,0.05,940.5,Credit Card
ORD000258,C0050,P002,2026-01-02 00:35:00,4,1490.0,0.0,5960.0,PromptPay
ORD000259,C0102,P039,2026-01-18 01:24:00,3,1039.5,0.1,2806.65,PromptPay
ORD000260,C0151,P029,2026-01-06 12:56:00,4,4189.5,0.1,15082.2,Bank Transfer
ORD000261,C0037,P032,2026-01-19 00:17:00,1,25900.0,0.0,25900.0,Credit Card
ORD000263,C0019,P019,2026-01-21 09:23:00,2,3990.0,0.1,7182.0,Bank Transfer
ORD000264,C0110,P018,2026-01-15 23:38:00,2,3990.0,0.1,7182.0,Bank Transfer
ORD000265,C0116,P031,2026-01-25 21:34:00,2,1490.0,0.05,2831.0,PromptPay
ORD000268,C0045,P018,2026-01-13 08:12:00,3,3591.0,0.0,10773.0,Credit Card
ORD000269,C0115,P012,2026-01-16 02:11:00,4,1039.5,0.0,4158.0,Bank Transfer
ORD000270,C0087,P030,2026-01-12 19:00:00,3,449.1,0.05,1279.9350000000002,Bank Transfer
ORD000271,C0091,P035,2026-01-07 11:25:00,2,23310.0,0.0,46620.0,Credit Card
ORD000272,C0159,P038,2026-01-19 03:26:00,1,13545.0,0.0,13545.0,Credit Card
ORD000273,C0008,P005,2026-01-12 05:23:00,1,269.1,0.0,269.1,Credit Card
ORD000274,C0157,P028,2026-01-10 19:46:00,2,299.0,0.0,598.0,PromptPay
ORD000275,C0031,P032,2026-01-28 07:37:00,1,23310.0,0.0,23310.0,Bank Transfer
ORD000277,C0007,P009,2026-01-08 09:08:00,3,299.0,0.0,897.0,Bank Transfer
ORD000278,C0002,P015,2026-01-09 23:49:00,2,313.95,0.0,627.9,Credit Card
ORD000279,C0004,P040,2026-01-21 01:07:00,2,3990.0,0.0,7980.0,PromptPay
ORD000280,C0101,P004,2026-01-27 03:52:00,2,1490.0,0.05,2831.0,Credit Card
ORD000281,C0099,P011,2026-01-04 23:47:00,1,23310.0,0.0,23310.0,Bank Transfer
ORD000282,C0137,P026,2026-01-18 02:19:00,1,12900.0,0.0,12900.0,PromptPay
ORD000283,C0078,P010,2026-01-05 22:30:00,2,1039.5,0.0,2079.0,PromptPay
ORD000284,C0115,P035,2026-01-07 09:47:00,3,25900.0,0.0,77700.0,PromptPay
ORD000286,C0106,P027,2026-01-25 11:47:00,2,25900.0,0.05,49210.0,PromptPay
ORD000287,C0074,P026,2026-01-17 00:04:00,1,12255.0,0.0,12255.0,Bank Transfer
ORD000288,C0005,P029,2026-01-07 04:21:00,3,3990.0,0.0,11970.0,PromptPay
ORD000289,C0083,P029,2026-01-15 09:31:00,3,3790.5,0.0,11371.5,Bank Transfer
ORD000290,C0038,P034,2026-01-12 13:01:00,4,299.0,0.0,1196.0,Credit Card
ORD000291,C0158,P036,2026-01-27 10:12:00,3,299.0,0.1,807.3000000000001,PromptPay
ORD000292,C0130,P013,2026-01-24 12:23:00,1,474.05,0.05,450.34749999999997,Bank Transfer
ORD000293,C0048,P037,2026-01-12 19:17:00,3,24605.0,0.0,73815.0,PromptPay
ORD000295,C0054,P036,2026-01-04 05:04:00,2,313.95,0.1,565.11,PromptPay
ORD000296,C0104,P036,2026-01-16 06:57:00,1,284.05,0.0,284.05,Bank Transfer
ORD000297,C0123,P019,2026-01-15 13:14:00,2,3990.0,0.05,7581.0,PromptPay
ORD000298,C0122,P039,2026-01-27 17:42:00,2,891.0,0.1,1603.8,Credit Card
ORD000299,C0009,P021,2026-01-02 22:35:00,3,24605.0,0.1,66433.5,Bank Transfer
ORD000300,C0138,P009,2026-01-20 05:53:00,2,269.1,0.1,484.38000000000005,PromptPay
ORD000301,C0013,P040,2026-01-12 08:38:00,4,3990.0,0.0,15960.0,Bank Transfer
ORD000302,C0081,P026,2026-01-02 04:34:00,1,11610.0,0.05,11029.5,PromptPay
ORD000303,C0101,P026,2026-01-20 15:52:00,4,12900.0,0.0,51600.0,PromptPay
ORD000304,C0147,P009,2026-01-04 19:27:00,4,313.95,0.0,1255.8,Credit Card
ORD000305,C0116,P030,2026-01-26 21:33:00,1,499.0,0.05,474.04999999999995,Credit Card
ORD000306,C0126,P032,2026-01-22 16:20:00,1,27195.0,0.0,27195.0,PromptPay
ORD000307,C0109,P039,2026-01-14 05:12:00,3,1039.5,0.0,3118.5,Credit Card
ORD000308,C0019,P037,2026-01-06 21:33:00,4,23310.0,0.0,93240.0,Credit Card
ORD000309,C0081,P015,2026-01-16 01:10:00,1,299.0,0.0,299.0,PromptPay
ORD000311,C0144,P032,2026-01-13 17:06:00,3,25900.0,0.1,69930.0,PromptPay
ORD000312,C0011,P026,2026-01-04 13:24:00,1,12900.0,0.0,12900.0,PromptPay
ORD000315,C0037,P016,2026-01-21 13:58:00,1,1564.5,0.0,1564.5,Bank Transfer
ORD000316,C0140,P021,2026-01-15 06:25:00,1,27195.0,0.0,27195.0,Credit Card
ORD000317,C0068,P022,2026-01-26 07:49:00,1,499.0,0.0,499.0,Bank Transfer
ORD000318,C0008,P002,2026-01-04 17:13:00,1,1490.0,0.0,1490.0,Credit Card
ORD000319,C0150,P013,2026-01-28 14:43:00,1,499.0,0.0,499.0,Bank Transfer
ORD000320,C0109,P008,2026-01-05 23:01:00,1,523.95,0.0,523.95,Bank Transfer
ORD000321,C0079,P014,2026-01-04 08:53:00,1,990.0,0.1,891.0,Bank Transfer
ORD000323,C0151,P032,2026-01-28 04:05:00,1,25900.0,0.0,25900.0,Credit Card
ORD000324,C0044,P039,2026-01-13 14:46:00,3,891.0,0.1,2405.7000000000003,Bank Transfer
ORD000325,C0012,P018,2026-01-07 06:28:00,1,4189.5,0.0,4189.5,Credit Card
